회차,상호명,구분,소재지
537,돼지복권,수동,충북 청주시 흥덕구 사직동 236-17 청주대교 앞
537,행운복권방공단오거리점,자동,충북 청주시 흥덕구 산단로 4
538,찬스365,자동,경기 양평군 양서면  양수리  562-6
538,구산복권방,수동,경남 김해시 구산동  481-3보보스빌딩108호
538,복권백화점,수동,경기 여주시 세종로 41 1층
539,굿타임,자동,서울 서대문구 거북골로 39
539,이삭,자동,전남 목포시 남악2로 54 남악프라자A동103호
539,역곡중앙슈퍼,자동,경기 부천시 원미구 역곡동 79-5
539,백만장자,수동,경기 용인시 기흥구 영덕동 974-10흥덕유프라자 111호
539,월드24시,수동,서울 은평구 통일로 855-15
539,행운찬스복권방,수동,서울 강북구 덕릉로 140
539,복권명당율하점,수동,대구 동구 율하동로23길 37
539,온누리로또,자동,경기 수원시 권선구 세류동 1075-2 1층
539,로또복권방,자동,경기 군포시 산본로323번길 16-6 신명빌딩1층1005호
540,월드복권방,자동,경남 통영시 북신시장1길 12 월드마트 내
540,옥수정로또판매,자동,서울 성동구 성수동2가  317-9
540,ALWAYSMART,자동,경기 고양시 일산동구 백마로 501-2
540,가판점(신문),자동,서울 영등포구 양평로 50-2
540,대박행운복권방,수동,충남 아산시 온천대로 104
540,행운복권방,자동,경기 포천시 솔모루로 86-1
540,복권왕국,자동,경기 부천시 조마루로105번길 34-7
541,GS25(구리공원),자동,경기 구리시 수택동  876
541,종합가판점,자동,서울 동대문구 왕산로40길 6 건물 앞쪽 가판점 청량리역 5번출구 앞쪽
541,복권나라,자동,경기 의왕시 부곡중앙로 3-2 의왕역로터리앞
541,복권나라,자동,부산 동구 범일동  44-13
541,GS25(청담중앙점),자동,서울 강남구 청담동  21-9
541,24시슈퍼,자동,경기 군포시 번영로 497 금화프라자102호
541,종합슈퍼마트,수동,경기 성남시 분당구 야탑동 151테크노파크상가109호
541,영화유통(1등복권방),자동,울산 남구 신정로 19 삼성아파트 상가 204-101
541,GS25(창원코아),수동,경남 창원시 성산구 중앙동 84-1
541,명당복권,자동,서울 동대문구 왕산로 112-1 가판
541,김포로또,자동,경기 김포시 돌문로 48 한솔프라자101
542,대박복권방,자동,서울 양천구 오목로 233 1층1호
542,ING,자동,경기 안양시 만안구 안양로 97 1층
542,100억만들기,자동,전북 전주시 덕진구 금암동 760-15번지
542,예술로또,자동,강원 영월군 중앙로 44
542,마두역상행선가판대,자동,경기 고양시 일산동구 중앙로 1181 마두역 중앙 횡단보도 오른쪽
542,25시슈퍼,자동,경남 창원시 마산회원구 봉양로 75-5
543,천하명당(염포점),자동,울산 북구 염포로 643
543,행운의집,수동,서울 강동구 구천면로 220
543,베스트올수성점,자동,전북 정읍시 수성2로 28
543,대박복권방,수동,부산 해운대구 재반로 209-1 7통6반
543,화정역 4번출구,수동,경기 고양시 덕양구 화정로 53 새롬프라자1층 112호
543,대박복권방,수동,경기 부천시 고리울로 51 고강빌딩1층
543,한양슈퍼체인,수동,서울 성북구 지봉로24길 65
543,버스매표소,수동,경기 부천시 부천로 32 도로부지
543,행운로또복권방,수동,전남 광양시 대림오성로 146-1
543,천하명당복권방,수동,경기 수원시 팔달구 매산로 2
543,열두보석복권방,수동,경기 용인시 기흥구 구갈로 74 구갈스포츠센터106호
543,역전식품,자동,인천 남구 도화동  80-83
544,둔전행운복권방,자동,경기 용인시 처인구 포곡로 110
544,하나로슈퍼,자동,충남 보령시 주공로 59 하나로슈퍼
544,행운복권방,자동,경기 의정부시 충의로 55
544,충남상회,자동,서울 중구 마장로9길 49-19
544,행운복권방,수동,경남 양산시 덕계로 27
544,동원드림마트,자동,부산 동구 고관로 173 동원드림타운상가104동101호
544,복권닷컴,수동,강원 양양군 양양로 62
544,로또슈퍼,자동,광주 서구 상일로 37 모아제일아파트상가1층102호
544,뉴빅마트,수동,부산 기장군 정관중앙로 48 106호
544,GS25(칠곡미래),자동,대구 북구 국우동  1100-7
544,행운복권,자동,경기 군포시 곡란로 24 108호
544,신천하명당,수동,충남 예산군 발연로 1 이마트 24 내
545,GS25(구로제일),자동,서울 구로구 구로동  685-215103호
545,노다지복권방,자동,인천 미추홀구 한나루로 400 외7필지125호
545,25시슈퍼,수동,경기 시흥시 함송로14번길 13-17 홍익프라자1층107호
545,평택로또판매,자동,경기 평택시 비전5로 7 중앙프라자 105호
545,돈벼락맞는곳,자동,부산 동구 조방로49번길 18-1
545,강일코사할인마트,자동,서울 강동구 고덕로97길 29 105호
545,나주복권방,자동,전남 나주시 우정로 56 에이동 108호(빛가람동)
545,A복권방,자동,대구 달서구 본리동  1199-8번지1층
545,한아름매점,자동,충남 홍성군 광천로 330
545,지원물산,수동,서울 노원구 공릉로 108
545,교통카드판매대,자동,서울 구로구 경인로 661
546,세븐일레븐동천점,자동,광주 서구 동천동  600 세븐일레븐동천점내
546,토큰판매소,수동,서울 송파구 바람드리길 62
546,부일카서비스,수동,부산 동구 자성로133번길 35
546,디딤돌,수동,대구 달서구 월곡로45길 110
546,주공슈퍼,수동,경기 고양시 일산동구 장백로 59 주공아파트단지상가
546,로또복권,수동,경기 시흥시 정왕동  1859-14103
546,대박찬스,수동,경기 남양주시 장현로 111 1층1호
546,한라점,수동,제주 제주시 노형동  2519-14 씨유대화점내
546,합천우리복권방,수동,경남 합천군 핫들2로 8 1층
546,힘찬슈퍼 복권방,수동,인천 부평구 장제로 112
546,연보슈퍼,수동,서울 서대문구 연희동  78-43
546,로또 슈퍼,수동,경기 의정부시 동일로 677 101호
546,-,수동,경남 김해시 계동로 220 102호 복권판매점
546,NG24,자동,경북 칠곡군 북중리3길 59
546,삼례로또복권,수동,전북 완주군 동학로 32
546,GS25(안산팔곡),수동,경기 안산시 상록구 본오동 741-5 1층101
546,복권천하 미스터잉크동해점,자동,강원 동해시 발한로 35
546,스파,수동,서울 노원구 동일로 1493 주공10단지종합상가111
546,에버빌마트,수동,경북 안동시 강남5길 102 에버빌마트 1층
546,장미슈퍼,수동,충남 부여군 계백로 265 부여군청 로터리 부근
547,CU(타워팰리스점),자동,서울 강남구 도곡동  467타워팰리스1차상가내1층
547,대영당안경원,자동,부산 동래구 충렬대로237번길 9
547,행복로또,수동,광주 동구 남문로 699 행복로또
547,프로피스,자동,경기 구리시 이문안로 11
547,한경종합광고,자동,서울 송파구 백제고분로 198
548,황금로또,자동,강원 원주시 현충로318번길 35 1층
548,강원복권방,수동,세종   조치원로 46-1
548,천하명당초량점,자동,부산 동구 중앙대로221번길 3
548,열두보석복권방,자동,경기 용인시 기흥구 구갈로 74 구갈스포츠센터106호
548,노다지복권방,수동,경기 오산시 오산로 298-1
548,오천억복권방,자동,광주 서구 상무대로 1087
548,봉담복자리복권과편의점,자동,경기 화성시 삼천병마로 1276
548,행운복권방,자동,강원 인제군 금강로 23 1층
549,백금당,자동,부산 중구 중구로29번길 26
549,대박행운복권방,자동,충남 아산시 온천대로 104
549,태광통신,자동,서울 성북구 동소문로 248 105동 1층 1호
549,단골집편의점,자동,서울 강동구 구천면로 194
549,자유극장옆토큰판매소,수동,대구 중구 중앙대로 446-2
549,대박찬스복권전문점,수동,경기 포천시 소흘읍  송우리    452-9
549,증산점로또판매,자동,서울 은평구 증산동  189-3
549,GS25(계산동경),수동,인천 계양구 계산동  1076-7번지도쿄프라자1층2호
550,역전광장상회,수동,경기 파주시 금촌1동  329-19번지
550,달동복권점,자동,울산 남구 달동  592-1번지상가 101호
550,탑포인트부평점,자동,인천 부평구 부평동  557-1번지1층
550,은하로또(상인점),자동,대구 달서구 상인동  1-17번지
550,로또복권방,자동,서울 강남구 강남대로122길 50 103호
550,유공자로또방,자동,대전 중구 오류동  149-29번지
550,오뚜기복권방,자동,충남 아산시 온천대로 1094
550,나라시스컴,수동,서울 영등포구 영등포동5가  18-58번지영신상가1호
550,행운복권방,자동,부산 중구 구덕로 47
550,운수대통복권방,자동,부산 부산진구 전포대로200번길 13
550,굳프렌즈일산현대-24시편의점,수동,경기 고양시 일산서구 일청로 40-1 1층
551,대한민국마트,자동,대전 유성구 전민로46번길 40 다세대주택 1층
552,티켓코리아,자동,서울 강남구 논현로72길 20 1층 102호
552,복권명당,자동,충남 공주시 번영1로 41
552,복권나라,수동,경기 포천시 죽엽산로35번길 1
552,복권왕국,자동,인천 동구 화평동  449-2번지
552,하프타임(괴정점),자동,부산 사하구 승학로284번길 42
552,까치복권방,수동,경기 시흥시 중심상가로 326 1층102
552,세원로또복권방,자동,부산 수영구 수영로725번길 53 101호
552,서정천하명당,수동,경기 평택시 송탄로 162-1 1층
552,하단복권,수동,부산 사하구 당리동  304-3번지인더코너편의점
552,노다지복권방,자동,울산 남구 선암동  680-1번지
553,영광정보통신,자동,서울 성북구 화랑로 92 1층 우측1호
553,돼지복권,자동,충북 청주시 흥덕구 사직동 236-17번지청주대교 앞
553,한꿈복권방,자동,울산 중구 번영로 586
553,세원로또복권방,자동,부산 수영구 수영로725번길 53 101호
553,CU(전주우아점),자동,전북 전주시 덕진구 우아동3가 746-20번지
553,평강슈퍼,자동,서울 노원구 노해로75길 14-2 중앙빌딩1층
554,신봉,자동,충북 청주시 흥덕구 신봉동 168-8번지신봉삼성아파트3단지 앞도로변
554,현대서점,수동,서울 동작구 등용로 127 103동 2호
555,노다지복권방,자동,경기 용인시 처인구 금령로 130
555,행운복권,자동,경북 구미시 진평동  119-2번지JM편의점 내
555,GS25(뉴둔산타운),자동,대전 서구 둔산동  1095번지하이스트빌1층104호
555,성원마트,자동,경남 창원시 성산구 대정로 73 성원1차상가120호 이마트24
555,팡팡복권방,수동,충북 진천군 상산로 71
555,월드24시,자동,서울 은평구 통일로 855-15
555,복권일번지,자동,경북 상주시 중앙로 256
555,행운복권방,자동,서울 중랑구 면목동  183-26번지
556,복권나라,자동,전남 여수시 중앙로 62 1층
556,CU(단계공원점),자동,강원 원주시 단계동  853번지
556,연화네마트,자동,광주 북구 양산택지로 17
556,로또판매점,자동,충남 당진시 당진읍  읍내리   227-3번지
556,GS25(논현동우),자동,서울 강남구 논현동  232-5번지
556,현대25시편의점,수동,경기 고양시 덕양구 지도로 75 101호
556,아이티텔랜드,자동,서울 노원구 상계동  749 1층
557,가판대,수동,서울 도봉구 마들로 859-19 도봉산역 1번출구앞 가판대
557,복권명당,수동,경기 안성시 승두길 62
557,GS25(신천으뜸),자동,서울 송파구 잠실본동  186-7번지
557,천하명당복권방,수동,경기 수원시 팔달구 효원로 36
557,천하명당복권방,수동,경기 평택시 오성면  죽리67-11번지
557,터지는복권방,수동,충북 청주시 서원구 청남로 2034 1층
557,GS25(십정센터점),자동,인천 부평구 십정동  117번지B동
558,GS25(분당매화),자동,경기 성남시 분당구 야탑동 275-4번지성원프라자103호
558,행운이랑대박이랑,자동,경기 수원시 장안구 만석로 99
558,로또복권방,자동,경기 의정부시 평화로 223
558,천안역로또토토복권방,자동,충남 천안시 동남구 대흥로 237 아시아마트내
558,찬스365,자동,경기 양평군 양서면  양수리562-6번지
558,유림상사,수동,서울 구로구 신도림동  431-9번지
558,올인(allin),자동,경기 화성시 3.1만세로 1147
558,샘내로또판매,수동,경기 양주시 산북동  333-13
558,텔레콤&로또,자동,전남 장성군 장성읍  영천리944-6번지
558,GS25(계산동경),자동,인천 계양구 계산동  1076-7번지도쿄프라자1층2호
559,로또방,자동,서울 강서구 방화동  618-14번지
559,행운의집,자동,경북 안동시 북문동  23-7번지
559,GS25(군포부곡점),수동,경기 군포시 부곡동  1140-1번지1층 104호
